2.25251	1.16004	-2.11492	2.06857	1.42348	-3.42488	0.0641354	-0.50048	0.468275	-0.770929	-0.677455	2.29448	-0.408162	-0.603832	-0.257361	-0.464938	-1.28347	0.304417	-1.76978	1.56098	-0.689467	0.526359	0.755685	-1.02978	0.519407	-1.58965	-1.87527	1.11226	-2.42187	-0.0261447	1.79222	-2.56543	1.74855	0.125104	4.08392	0.267915	2.25187	1.25697	2.13925	0.0592784	1.07487	-0.600402	-1.56149	-1.97426	-1.89217	-1.57674	0.628181	-0.337357	-2.0771	2.16923	-2.53525	-2.67746	0.329037	-2.91188	-1.99565	-2.64239	1.31757	-0.135767	-0.568102	1.01499	-1.61493	-4.36569	-1.19442	0.780791	1.2157	0.0954621	-1.93826	-3.45578	2.77652	-2.3597	2.06438	-0.592362	0.867404	-0.436818	1.30724	-0.818685	-0.499341	-2.42852	1.25027	-1.89887	1.78061	1.91648	1.25405	-2.03734	2.87591	0.364142	-0.171064	-1.12427	-0.863566	-2.4223	-2.43035	-0.256889	-0.0640765	0.585753	-1.92509	2.68862	0.8197	2.10413	1.80571	2.75562	-0.221239	2.06803	-2.21083	-2.02421	-0.617065	-2.12716	1.16936	1.94636	-0.544539	0.311448	-1.03576	-0.423025	-1.04112	-0.412166	0.818158	-0.644473	0.509538	-0.167212	0.00743386	2.74386	1.72176	-0.80373	1.38139	2.05008	-0.214334	1.08943	-2.33425	-2.54263	
-1.67663	-1.04394	1.6058	-3.62827	-0.0786224	-2.02303	0.721059	1.07363	-0.485778	2.34086	-1.58304	1.41211	-1.31531	1.04304	-1.12212	-1.50203	1.84064	-1.42087	-0.149072	0.533325	0.980025	-1.71913	-0.116065	1.20627	0.826268	2.36624	-2.09693	-1.84372	0.245499	0.428359	-2.29701	-0.575927	-0.687785	-3.16576	-1.43623	-1.15488	0.178495	0.853075	3.12201	0.51603	1.31622	-1.79974	-0.939795	0.477978	-0.353483	0.345879	-1.35052	-0.882959	-1.89617	3.25198	0.460952	0.568517	-1.96183	1.41449	-2.65586	0.105465	-2.05145	-1.16324	2.4735	1.20624	1.59409	-1.2871	-2.88619	-0.296797	1.45684	2.63042	0.357755	0.915428	-0.831719	1.69294	-2.49518	-1.70125	-0.649811	0.450994	-3.63721	-2.86187	3.34581	1.29628	-0.0740231	0.551388	1.65942	0.838564	-0.181033	-0.634758	-1.47545	0.969508	2.54422	0.790008	-0.55874	0.79882	1.10981	1.44716	-2.06199	-2.59991	0.104341	1.30185	-0.238294	1.32086	1.13924	-0.198015	-0.0467354	-1.36877	2.01612	-0.421908	0.31997	-0.495503	0.0391896	0.119775	-2.17788	2.46062	0.646554	1.39733	-1.29466	-0.245801	1.09782	-0.470786	0.600326	-0.231614	0.897626	-0.950271	-1.49339	-0.0212458	0.0186012	3.15011	4.13193	2.07869	0.368722	0.422127	
3.45452	-5.39806	-3.92013	1.7966	4.37271	-0.510227	3.91282	1.72626	1.99796	-7.08832	3.28091	2.85513	3.61271	-6.3112	1.4836	1.74324	-1.60091	-0.643474	-0.246913	0.135716	-0.542677	-0.950416	-1.91326	-4.64938	-4.20457	-6.26553	0.0717531	3.12384	-2.99404	-4.7747	7.64537	1.17399	2.80231	0.0591146	7.34465	3.93113	-1.50043	1.8638	-8.79109	1.75636	3.16706	-3.74795	2.67552	-0.580287	5.49916	3.11948	3.65532	8.30331	1.13461	-5.58641	-3.2165	-2.68275	1.15567	-1.68389	1.07647	3.22772	-1.69037	0.324984	-8.19883	-2.07707	1.71182	0.431046	4.14352	-0.752232	-3.78517	-4.63726	-2.47504	-6.31222	-6.1011	-5.76583	0.00607126	4.81469	-3.49316	-1.10332	14.9539	3.77992	0.776841	0.751208	-5.33276	1.56551	-4.16172	-2.16134	-2.34441	0.106697	3.8444	3.91011	-4.71097	1.21793	1.14311	1.3473	-1.38092	-2.8719	3.14825	1.95721	-3.66698	-7.09285	-0.521615	-0.238406	1.82245	-0.595573	3.98064	0.092153	1.99731	2.16689	2.27162	2.35782	1.02608	1.69259	5.85707	-1.13808	-4.09218	-4.94604	-0.684717	-1.02333	-3.84813	3.39873	-0.512505	2.81914	1.85024	3.85983	0.813643	-0.22781	-1.33299	-7.38086	-11.9965	-6.06127	4.97355	2.60056	
-2.08851	0.69497	1.52116	-4.18455	-0.378008	-0.189303	1.05132	0.292666	-1.36676	-0.0813297	-0.978611	-0.507953	-0.602453	0.648531	-0.226198	0.205685	1.51501	0.357149	-0.101676	-0.722445	-0.521332	-0.790508	0.365017	1.79169	0.530095	1.80969	-2.03238	-0.46811	1.42601	-0.736044	-1.48654	-0.417711	-1.1135	-3.00087	-0.628628	-1.1954	-0.0147338	0.826671	1.80514	0.287317	0.217585	0.436294	0.824993	1.16283	0.988598	0.70826	0.405805	-1.28673	-0.290522	3.64432	-0.270178	0.45476	-0.274925	1.62901	-0.570547	1.00352	-0.741174	-1.37704	0.570925	0.454951	1.55815	-0.430984	-1.89604	-0.540562	0.910977	1.18813	-0.163726	2.39364	-1.39127	0.922216	-1.42664	-0.507546	-0.409514	0.977125	-2.24854	-2.38679	0.864191	1.04995	-0.183907	0.260264	0.614389	0.678665	-0.607033	0.422903	-1.90944	-0.012782	1.55736	1.14234	-1.22527	0.246727	0.48916	0.0993489	-0.485233	-1.16934	1.15366	-1.13567	-0.453821	0.46988	0.858191	-1.40762	-0.296067	-0.347622	1.85905	0.736411	0.466308	0.366039	-0.261648	-0.082394	-1.37195	2.0086	0.172547	-0.652136	-0.805329	0.150955	0.488199	-0.493799	1.14031	0.419085	1.7988	-2.02579	-0.291893	0.922274	-0.653597	0.83676	0.71292	0.387754	0.00305206	0.309388	
2.56164	-1.02573	0.22269	0.213467	-0.13524	-3.27877	-0.251244	0.0872908	0.314885	4.71711	-1.50652	1.92495	-1.85869	0.757596	0.0530375	-1.37367	-0.40917	-1.63012	-0.731954	2.28833	2.04752	-0.308147	1.54539	-0.16855	0.0605057	0.0474337	-2.8204	-1.11493	-2.29346	0.828852	0.00338376	-2.03999	1.46923	-1.90146	0.288964	0.149019	0.961792	1.08851	4.24413	0.769659	1.60646	-1.66732	-3.79955	-2.21986	-4.02467	-0.426695	-2.1032	-2.70249	-3.09743	2.70107	-0.248438	-0.702021	-1.46546	-2.03199	-3.46097	-2.67645	-1.91848	-0.2972	2.49077	2.76982	-0.950873	-2.99405	-3.11165	0.563598	1.05652	3.25436	-1.09969	-3.15839	1.87786	1.00573	-0.038443	-2.44408	1.42782	-1.39114	-3.48102	-2.10115	1.46319	-1.34681	1.58306	-0.102205	2.56778	1.77979	-0.212423	-2.20365	2.38308	2.10367	1.39	-0.87047	-0.686254	-2.03923	-0.930215	1.55947	-2.41563	-3.43058	-1.78524	5.35537	0.707534	2.15297	1.49062	3.76676	-0.00949308	-0.588084	0.11223	-1.85445	-1.171	-3.30522	0.242573	0.657623	-1.79865	0.864354	0.834063	3.28988	-0.442873	-1.6415	1.98654	-1.79486	-1.64761	-1.71681	-1.07435	2.43126	-0.554416	-1.73281	2.23768	4.84519	6.06343	3.08078	-2.21771	-1.39779	
1.55041	-2.46088	-2.17658	2.18194	-0.624898	-0.944205	0.401528	0.892987	0.499253	-0.680525	1.97298	3.32071	1.55814	-1.93775	0.277615	0.838065	-1.8995	-1.35877	1.53446	-2.57218	-0.470493	-1.82923	-0.767481	-3.13888	0.637618	-2.89316	-1.23285	2.08588	-0.267976	-1.8953	1.63666	1.277	1.1888	-2.19085	1.08524	0.745017	0.143927	2.03408	-4.27606	-1.54222	-0.226354	-0.166066	2.09311	-0.599342	2.41363	2.36605	-0.537679	1.13756	2.71142	1.08866	1.05092	-1.74916	1.8582	-0.814594	4.45996	1.68367	0.711101	2.16571	-3.10625	-2.11112	1.75218	0.476872	2.11935	-0.48558	0.0916575	-4.36532	-1.97599	-1.03195	-2.24832	-2.19143	0.394451	3.34546	-0.545342	-1.55886	4.97402	2.47083	0.102686	-1.0676	-3.12788	2.07814	-1.30369	-0.247042	-1.66581	1.04357	2.68459	3.5098	-2.54778	-0.503394	-0.858012	0.937519	-0.809896	-1.31782	3.1581	0.632096	-0.463458	-1.56059	-1.38031	-2.90917	-0.0371625	-2.48848	-0.48069	0.174603	1.01625	-1.1643	1.6061	1.31602	-0.089398	0.360565	2.3634	-0.383406	-0.231676	-2.78523	-0.975208	1.12194	-1.35058	3.71542	1.1033	0.565986	-0.671118	1.39836	-1.21338	-0.919456	0.450746	-4.83578	-3.66322	-1.94859	1.4681	1.81545	
3.18231	-1.35445	-0.280131	-1.09342	-1.01883	0.22509	-0.91652	-0.432025	-0.000389264	2.2738	1.25376	-0.710371	-0.650289	0.663	1.84221	0.786379	-2.00001	-0.895517	0.859414	-0.167297	2.29533	-0.288714	1.86484	-1.00783	-0.822424	-0.5873	-1.73719	0.50707	-0.981836	-0.904485	-0.271552	-0.880358	0.278937	-2.35174	-1.27659	1.07978	-0.201424	0.547628	0.163549	-0.781115	-0.120868	1.45332	-2.05847	-1.64496	-2.1265	2.20733	-1.45301	-3.24072	0.290588	2.27421	-0.216694	1.00873	0.710421	0.519395	1.65826	0.142828	-1.0007	-0.361115	0.0734583	2.48046	0.56438	-0.414177	-1.69079	0.555845	0.547623	-0.138475	-1.583	-0.441412	0.126282	0.236313	-0.3755	-1.27264	2.54586	-0.997048	-1.31509	-0.772343	-0.543288	-0.726978	-1.19052	1.72217	0.00202194	0.275897	-2.15037	-0.445453	1.77365	2.87974	-1.01032	-0.263216	-0.0126896	-1.26558	-1.40382	0.178108	0.893465	-1.65292	0.24321	0.799709	-0.500266	-0.403465	0.0826519	0.685806	-0.608737	-0.699556	0.925299	-0.47444	0.330728	-0.00188441	-1.30695	-0.0759809	-0.452718	1.00904	1.67673	0.203591	0.335919	-0.757806	-0.386478	-0.600401	-1.38975	-1.31098	-0.454657	0.716544	-0.860769	-0.414617	1.47751	-0.75213	2.69624	0.830462	-1.87079	0.668808	
0.112056	0.411656	-0.510142	0.348975	-0.508723	0.611014	0.289328	-0.394436	-0.686112	-0.859349	1.06481	0.348229	0.535253	-1.03389	0.486399	1.07021	-0.582993	0.342713	0.963648	-1.6652	-1.12889	-0.153338	-0.510957	-0.618658	0.282309	-1.23721	-0.52792	1.35841	0.371842	-1.3072	0.53258	0.920012	-0.254678	-0.493129	0.0034513	0.343889	0.0683266	0.762678	-1.78916	-0.663909	-0.405507	1.00465	1.53064	0.208383	1.56396	1.32362	0.421317	0.0240114	1.81327	0.570746	0.0488096	-0.50781	1.15124	-0.558156	2.10313	0.835084	0.944641	0.95546	-1.38822	-1.1603	0.437514	0.895143	1.4969	-0.417069	0.0141365	-2.22903	-0.565786	1.04331	-0.791624	-0.947973	0.733593	1.71404	-0.0571311	-1.20469	1.84332	1.24603	-0.905649	-0.418825	-0.439418	0.927495	-0.887343	-0.0671068	-0.503751	0.74516	0.363236	1.08697	-1.40668	-0.0470115	-0.544749	-0.0571927	-0.275105	-0.793828	1.72917	0.619484	0.494245	-1.52296	-0.108353	-1.29159	-0.823185	-1.88406	-0.251209	0.797957	0.150237	-0.0800204	0.203283	0.483145	-0.306858	0.151059	1.13052	-0.690572	0.112254	-0.937564	-0.389207	0.00727133	-0.963023	1.44038	1.09888	0.413818	0.116578	0.00772472	0.162505	-0.366842	-0.481918	-2.62744	-2.70358	-0.764408	0.659021	0.779653	
-0.30467	0.588265	1.35937	-2.25645	-1.15167	2.58641	-0.0748589	-0.916135	-1.30144	-0.296221	1.08155	-2.10225	-0.116262	-0.0224925	1.03822	1.41898	-0.221221	0.646477	1.18097	-1.6439	-0.135573	0.261727	0.762476	1.19872	-0.543718	0.100365	-0.432733	0.220363	1.62065	-1.47949	-0.274598	1.008	-1.14907	-1.18539	-1.91501	0.0981406	-1.2594	0.337436	-1.28886	-0.223045	-0.80838	1.99391	1.16623	0.685454	1.33484	1.58427	0.117728	-1.53238	1.81677	0.858846	0.129897	1.82606	1.24268	1.2993	1.77368	1.25576	-0.351597	-0.262472	0.0304849	0.0443418	0.766286	1.88144	0.271821	0.197951	-0.194779	-0.530905	-0.0768567	2.55515	-1.06586	0.424027	0.0272081	0.259207	0.809628	-0.592006	-1.19278	-0.0384533	-0.880591	0.612185	-0.0201339	1.48702	-1.03246	-0.402298	-0.937898	0.966368	-0.941016	0.616061	-0.617006	0.684757	-0.275012	-0.029245	0.11715	-0.390595	0.749924	-0.156425	1.34444	-2.23211	0.027155	-0.961049	-0.889505	-1.46565	-0.127697	-0.225342	0.706456	1.24127	0.380699	0.54032	-0.638664	-0.41735	0.287952	0.195392	1.14605	-0.441668	0.374281	-0.205143	-0.890016	0.0366422	0.341665	0.00475963	0.387416	-1.57305	-0.0172054	0.17031	-0.970934	-2.01991	-0.631747	-0.300996	0.118613	1.06233	
2.35295	-0.0921835	-1.48121	0.881878	0.325187	-2.25185	-0.180028	-0.208687	0.604025	0.891406	0.478895	1.42066	-0.527048	0.107109	0.407896	-0.255576	-1.46184	-0.231805	-0.676986	0.689152	0.58272	-0.120243	0.728961	-1.29123	0.397946	-0.751974	-1.23519	0.607176	-2.04056	-0.0633659	0.63786	-1.48014	0.964493	-0.662829	1.36267	0.503785	1.33886	0.824521	1.35549	-0.363318	0.42327	0.157436	-1.66885	-1.75965	-2.00758	0.35143	-0.680491	-1.39287	-1.04254	2.06127	-1.11286	-1.10274	0.104634	-1.2153	-0.58668	-1.38949	0.574763	0.0280073	0.0687558	1.29475	-0.646005	-2.64324	-1.19401	0.48979	1.28637	-0.522162	-1.41324	-2.06228	1.50796	-1.31423	0.810489	-0.804869	1.34911	-0.908426	0.488829	-0.468178	-0.374227	-1.71382	-0.213834	-0.302352	1.11648	1.02623	-0.296386	-1.23909	1.93669	1.40064	-0.692567	-1.02528	-0.369862	-1.5618	-1.66883	-0.0180184	0.412727	-0.497334	-1.17445	1.92313	0.144403	0.626162	0.838522	1.4227	-0.611592	0.920659	-1.07114	-1.63826	-0.280892	-0.910286	-0.109398	1.27697	-0.405426	0.486996	0.0679423	-0.00201701	-0.339874	-0.58088	0.274981	-0.197562	-0.313691	-0.57184	-0.393209	1.88485	0.452475	-0.652057	1.36931	0.655055	1.2784	0.9614	-1.91981	-0.709667	
